Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Jeu Militaire";"pieceDeclaredAsNeutral";16;true;;Static;;;;;;
"Jeu Militaire";"pieceDeclaredAsShared";14;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Jeu Militaire";"eachPieceReferenceNotDuplicated";12;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jeu Militaire";"AllPlayerDeclared";15;true;;Static;;;;;;
"Jeu Militaire";"equalNumberOfPiecesOnTheBoard";17;true;;Static;;;;;;
"Jeu Militaire";"sizeOfTrack";20;false;"Track concept is not present";Static;;;;;;
"Juroku Musashi";"lineLessOrEqualThanBoardSide";23;false;"Line concept is not present";Static;;;;;;
"Juroku Musashi";"pieceDeclaredAsEach";55;false;"The game does not have any piece declared as Each";Static;;;;;;
"Juroku Musashi";"pieceDeclaredAsNeutral";18;true;;Static;;;;;;
"Juroku Musashi";"pieceDeclaredAsShared";20;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Juroku Musashi";"eachPieceReferenceNotDuplicated";20;false;"The game does not have any piece declared as Each";Static;;;;;;
"Juroku Musashi";"AllPlayerDeclared";20;true;;Static;;;;;;
"Juroku Musashi";"equalNumberOfPiecesOnTheBoard";20;true;;Static;;;;;;
"Juroku Musashi";"sizeOfTrack";22;false;"Track concept is not present";Static;;;;;;
"Kaooa";"lineLessOrEqualThanBoardSide";18;false;"Line concept is not present";Static;;;;;;
"Kaooa";"pieceDeclaredAsEach";50;false;"The game does not have any piece declared as Each";Static;;;;;;
"Kaooa";"pieceDeclaredAsNeutral";11;true;;Static;;;;;;
"Kaooa";"pieceDeclaredAsShared";11;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Kaooa";"eachPieceReferenceNotDuplicated";40;false;"The game does not have any piece declared as Each";Static;;;;;;
"Kaooa";"AllPlayerDeclared";17;true;;Static;;;;;;
"Kaooa";"equalNumberOfPiecesOnTheBoard";17;true;;Static;;;;;;
"Kaooa";"sizeOfTrack";16;false;"Track concept is not present";Static;;;;;;
"Ko-app-paw-na";"lineLessOrEqualThanBoardSide";15;false;"Line concept is not present";Static;;;;;;
"Ko-app-paw-na";"pieceDeclaredAsEach";69;false;"The game does not have any piece declared as Each";Static;;;;;;
"Ko-app-paw-na";"pieceDeclaredAsNeutral";19;true;;Static;;;;;;
"Ko-app-paw-na";"pieceDeclaredAsShared";20;false;"The game does not have any piece declared as Shared";Static;;;;;;
