Game;Test Name;Duration (ms);Passed;Failure Message;Type;;;;Total Tests;Success Rate;Mean Execution Time
"Jacquet de Versailles";"pieceDeclaredAsNeutral";66;true;;Static;;;;;;
"Jacquet de Versailles";"AllPlayerDeclared";65;true;;Static;;;;;;
"Jacquet de Versailles";"equalNumberOfPiecesOnTheBoard";63;true;;Static;;;;;;
"Jacquet de Versailles";"sizeOfTrack";58;false;"The owner 0 does not have a track";Static;;;;;;
"Jacquet";"lineLessOrEqualThanBoardSide";21;false;"Line concept is not present";Static;;;;;;
"Jacquet";"eachPieceReferenceNotDuplicated";23;false;"The game does not have any piece declared as Each";Static;;;;;;
"Jacquet";"pieceDeclaredAsEach";68;true;;Static;;;;;;
"Jacquet";"pieceDeclaredAsShared";23;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Jacquet";"pieceDeclaredAsNeutral";22;true;;Static;;;;;;
"Jacquet";"AllPlayerDeclared";24;true;;Static;;;;;;
"Jacquet";"equalNumberOfPiecesOnTheBoard";28;true;;Static;;;;;;
"Jacquet";"sizeOfTrack";20;false;"The owner 0 does not have a track";Static;;;;;;
"Julbahar";"lineLessOrEqualThanBoardSide";63;false;"Line concept is not present";Static;;;;;;
"Julbahar";"eachPieceReferenceNotDuplicated";63;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Julbahar";"pieceDeclaredAsEach";98;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Julbahar";"pieceDeclaredAsShared";63;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Julbahar";"pieceDeclaredAsNeutral";72;false;"Cannot invoke ""game.equipment.Equipment.components()"" because the return value of ""game.Game.equipment()"" is null";Static;;;;;;
"Julbahar";"AllPlayerDeclared";74;true;;Static;;;;;;
"Julbahar";"equalNumberOfPiecesOnTheBoard";64;false;"Cannot invoke ""game.equipment.container.board.Board.topology()"" because the return value of ""game.Game.board()"" is null";Static;;;;;;
"Julbahar";"sizeOfTrack";68;false;"Cannot invoke ""game.equipment.container.board.Board.graph()"" because the return value of ""game.Game.board()"" is null";Static;;;;;;
"Kawade Kelia";"lineLessOrEqualThanBoardSide";38;false;"Line concept is not present";Static;;;;;;
"Kawade Kelia";"eachPieceReferenceNotDuplicated";45;false;"The game does not have any piece declared as Each";Static;;;;;;
"Kawade Kelia";"pieceDeclaredAsEach";88;true;;Static;;;;;;
"Kawade Kelia";"pieceDeclaredAsShared";37;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Kawade Kelia";"pieceDeclaredAsNeutral";42;true;;Static;;;;;;
"Kawade Kelia";"AllPlayerDeclared";49;true;;Static;;;;;;
"Kawade Kelia";"equalNumberOfPiecesOnTheBoard";42;true;;Static;;;;;;
"Kawade Kelia";"sizeOfTrack";35;false;"The owner 0 does not have a track";Static;;;;;;
"Ketch-Dolt";"lineLessOrEqualThanBoardSide";20;false;"Line concept is not present";Static;;;;;;
"Ketch-Dolt";"eachPieceReferenceNotDuplicated";23;false;"The game does not have any piece declared as Each";Static;;;;;;
"Ketch-Dolt";"pieceDeclaredAsEach";53;true;;Static;;;;;;
"Ketch-Dolt";"pieceDeclaredAsShared";20;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Ketch-Dolt";"pieceDeclaredAsNeutral";20;true;;Static;;;;;;
"Ketch-Dolt";"AllPlayerDeclared";19;true;;Static;;;;;;
"Ketch-Dolt";"equalNumberOfPiecesOnTheBoard";21;true;;Static;;;;;;
"Ketch-Dolt";"sizeOfTrack";27;false;"The owner 0 does not have a track";Static;;;;;;
"Kints";"lineLessOrEqualThanBoardSide";32;false;"Line concept is not present";Static;;;;;;
"Kints";"eachPieceReferenceNotDuplicated";28;false;"The game does not have any piece declared as Each";Static;;;;;;
"Kints";"pieceDeclaredAsEach";76;false;"Ludeme Each for a Piece requires at least one definition of PieceN, with N > 0";Static;;;;;;
"Kints";"pieceDeclaredAsShared";29;false;"The game does not have any piece declared as Shared";Static;;;;;;
"Kints";"pieceDeclaredAsNeutral";30;true;;Static;;;;;;
"Kints";"AllPlayerDeclared";30;true;;Static;;;;;;
"Kints";"equalNumberOfPiecesOnTheBoard";30;true;;Static;;;;;;
"Kints";"sizeOfTrack";33;false;"The owner 0 does not have a track";Static;;;;;;
"Kiz Tavlasi";"lineLessOrEqualThanBoardSide";28;false;"Line concept is not present";Static;;;;;;
